,Storm identification number,storm name,monthdaytime,year,latitude (deg N),longitude (deg W),maximum wind speed (kt),minimum central pressure (hPa),radius of maximum wind speed (nm),eye diameter (nm),pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),radii (nm) of 34 kt wind to the NE,radii (nm) of 34 kt wind to the SE,radii (nm) of 34 kt wind to the SW,radii (nm) of 34 kt wind to the NW,radii (nm) of 50 kt wind to the NE,radii (nm) of 50 kt wind to the SE,radii (nm) of 50 kt wind to the SW,radii (nm) of 50 kt wind to the NW,radii (nm) of 64 kt wind to the NE,radii (nm) of 64 kt wind to the SE,radii (nm) of 64 kt wind to the SW,radii (nm) of 64 kt wind to the NW,storm type code,distance to the nearest major landmass (km)
10936,AL0413 ,DORIAN    ,73000,2013,21.3,68.5,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,230.0
10937,AL0413 ,DORIAN    ,73006,2013,21.5,69.8,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,200.0
10938,AL0413 ,DORIAN    ,73012,2013,21.7,71.0,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,211.0
10939,AL0413 ,DORIAN    ,73018,2013,21.9,72.2,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,226.0
10940,AL0413 ,DORIAN    ,73100,2013,22.1,73.3,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,228.0
10941,AL0413 ,DORIAN    ,73106,2013,22.4,74.4,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,199.0
10942,AL0413 ,DORIAN    ,73112,2013,22.6,75.3,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,180.0
10943,AL0413 ,DORIAN    ,73118,2013,22.8,75.9,25,1015,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,184.0
10944,AL0413 ,DORIAN    ,80100,2013,23.0,76.5,25,1014,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,172.0
10945,AL0413 ,DORIAN    ,80106,2013,23.3,77.0,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,174.0
10946,AL0413 ,DORIAN    ,80112,2013,23.7,77.7,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,178.0
10947,AL0413 ,DORIAN    ,80118,2013,24.2,78.4,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,213.0
10948,AL0413 ,DORIAN    ,80200,2013,24.9,79.0,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,148.0
10949,AL0413 ,DORIAN    ,80206,2013,25.7,79.3,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,91.0
10950,AL0413 ,DORIAN    ,80212,2013,26.5,79.4,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,74.0
10951,AL0413 ,DORIAN    ,80218,2013,27.4,79.4,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,80.0
10952,AL0413 ,DORIAN    ,80300,2013,28.4,79.3,30,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,127.0
10953,AL0413 ,DORIAN    ,80306,2013,29.4,79.1,30,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,177.0
10954,AL0413 ,DORIAN    ,80312,2013,30.3,78.8,30,1013,50.0,,1017.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,242.0
10955,AL0413 ,DORIAN    ,80318,2013,31.1,78.1,30,1013,50.0,,1017.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,249.0
10956,AL0413 ,DORIAN    ,80400,2013,31.8,77.2,30,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,254.0
10957,AL0413 ,DORIAN    ,80406,2013,32.4,75.6,30,1011,50.0,,1017.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,279.0
10958,AL0513 ,ERIN      ,81500,2013,13.9,23.3,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,632.0
10959,AL0513 ,ERIN      ,81506,2013,14.1,24.6,35,1007,70.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,768.0
10960,AL0513 ,ERIN      ,81512,2013,14.3,25.9,35,1007,30.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,905.0
10961,AL0513 ,ERIN      ,81518,2013,14.7,27.2,35,1007,30.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1042.0
10962,AL0513 ,ERIN      ,81600,2013,15.3,28.6,35,1007,30.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1192.0
10963,AL0513 ,ERIN      ,81606,2013,15.9,30.0,35,1007,30.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1345.0
10964,AL0513 ,ERIN      ,81612,2013,16.5,31.4,35,1007,30.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1499.0
10965,AL0513 ,ERIN      ,81618,2013,17.3,32.7,35,1007,40.0,,1012.0,150.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1647.0
10966,AL0513 ,ERIN      ,81700,2013,18.0,33.8,40,1006,60.0,,1012.0,130.0,60.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1774.0
10967,AL0513 ,ERIN      ,81706,2013,18.8,34.7,40,1006,60.0,,1012.0,130.0,60.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1865.0
10968,AL0513 ,ERIN      ,81712,2013,19.6,35.5,35,1007,60.0,,1012.0,130.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1934.0
10969,AL0513 ,ERIN      ,81718,2013,20.3,36.2,35,1007,60.0,,1012.0,130.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1998.0
10970,AL0513 ,ERIN      ,81800,2013,20.6,37.2,35,1007,,,,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2099.0
10971,AL0513 ,ERIN      ,81806,2013,20.6,38.0,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2182.0
10972,AL0513 ,ERIN      ,81812,2013,20.5,38.8,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2266.0
10973,AL0513 ,ERIN      ,81818,2013,20.4,39.6,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2215.0
10974,AL0513 ,ERIN      ,81900,2013,20.3,40.4,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2152.0
10975,AL0513 ,ERIN      ,81906,2013,20.2,41.2,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2090.0
10976,AL0513 ,ERIN      ,81912,2013,20.1,42.0,20,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2031.0
10977,AL0513 ,ERIN      ,81918,2013,20.0,42.8,20,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1973.0
10978,AL0613 ,FERNAND   ,82512,2013,18.7,94.2,30,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,54.0
10979,AL0613 ,FERNAND   ,82518,2013,18.9,95.1,45,1004,,,,,30.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,25.0
10980,AL0613 ,FERNAND   ,82600,2013,19.2,95.9,50,1001,20.0,,1011.0,100.0,30.0,30.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,17.0
10981,AL0613 ,FERNAND   ,82606,2013,19.7,96.6,45,1002,20.0,,1013.0,100.0,30.0,30.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-18.0
10982,AL0613 ,FERNAND   ,82612,2013,20.1,97.3,30,1005,20.0,,1010.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-59.0
10983,AL0613 ,FERNAND   ,82618,2013,20.5,98.2,25,1009,40.0,,1013.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,-118.0
10984,AL0713 ,GABRIELLE ,90418,2013,16.2,65.9,30,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,200.0
10985,AL0713 ,GABRIELLE ,90500,2013,16.7,66.3,30,1008,30.0,,1010.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,142.0
10986,AL0713 ,GABRIELLE ,90506,2013,17.1,67.0,30,1008,30.0,,1010.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,91.0
10987,AL0713 ,GABRIELLE ,90512,2013,17.4,67.7,30,1010,100.0,,1013.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,85.0
10988,AL0713 ,GABRIELLE ,90518,2013,17.9,68.4,25,1010,30.0,,1012.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,38.0
10989,AL0713 ,GABRIELLE ,90600,2013,18.8,68.4,25,1010,30.0,,1012.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,19.0
10990,AL0713 ,GABRIELLE ,90606,2013,19.5,68.5,20,1010,30.0,,1012.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,74.0
10991,AL0713 ,GABRIELLE ,90612,2013,20.0,68.6,20,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,100.0
10992,AL0713 ,GABRIELLE ,90618,2013,20.4,68.7,20,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,133.0
10993,AL0713 ,GABRIELLE ,90700,2013,21.2,68.7,20,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,208.0
10994,AL0713 ,GABRIELLE ,90706,2013,22.0,68.8,20,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,280.0
10995,AL0713 ,GABRIELLE ,90712,2013,22.8,69.2,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,352.0
10996,AL0713 ,GABRIELLE ,90718,2013,23.6,69.2,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,439.0
10997,AL0713 ,GABRIELLE ,90800,2013,24.4,69.1,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,529.0
10998,AL0713 ,GABRIELLE ,90806,2013,24.7,68.9,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,565.0
10999,AL0713 ,GABRIELLE ,90812,2013,24.8,68.8,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,578.0
11000,AL0713 ,GABRIELLE ,90818,2013,24.9,68.7,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,591.0
11001,AL0713 ,GABRIELLE ,90900,2013,25.1,68.2,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,625.0
11002,AL0713 ,GABRIELLE ,90906,2013,25.4,67.8,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,669.0
11003,AL0713 ,GABRIELLE ,90912,2013,25.9,66.9,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,754.0
11004,AL0713 ,GABRIELLE ,90918,2013,26.6,65.9,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,869.0
11005,AL0713 ,GABRIELLE ,91000,2013,27.6,65.1,30,1007,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1005.0
11006,AL0713 ,GABRIELLE ,91006,2013,29.0,65.0,40,1005,,,,,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1146.0
11007,AL0713 ,GABRIELLE ,91012,2013,30.1,64.8,55,1003,50.0,,1016.0,160.0,70.0,100.0,0.0,60.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,* ,1196.0
11008,AL0713 ,GABRIELLE ,91018,2013,31.1,64.7,50,1004,30.0,,1018.0,160.0,90.0,100.0,30.0,60.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,* ,1150.0
11009,AL0713 ,GABRIELLE ,91100,2013,31.9,64.9,50,1004,20.0,,1017.0,100.0,90.0,100.0,30.0,60.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,* ,1095.0
11010,AL0713 ,GABRIELLE ,91106,2013,32.3,65.4,45,1008,50.0,,1017.0,100.0,90.0,50.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1034.0
11011,AL0713 ,GABRIELLE ,91112,2013,32.5,65.7,40,1009,40.0,,1017.0,110.0,90.0,40.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1000.0
11012,AL0713 ,GABRIELLE ,91118,2013,32.6,66.2,35,1009,40.0,,1017.0,110.0,90.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,952.0
11013,AL0713 ,GABRIELLE ,91200,2013,32.9,66.8,30,1009,40.0,,1016.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,888.0
11014,AL0713 ,GABRIELLE ,91206,2013,33.2,67.4,30,1009,40.0,,1016.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,824.0
11015,AL0713 ,GABRIELLE ,91212,2013,33.6,67.6,35,1008,40.0,,1016.0,130.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,791.0
11016,AL0713 ,GABRIELLE ,91218,2013,34.0,67.9,35,1008,40.0,,1016.0,130.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,751.0
11017,AL0713 ,GABRIELLE ,91300,2013,34.7,68.1,35,1008,40.0,,1012.0,130.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,716.0
11018,AL0713 ,GABRIELLE ,91306,2013,35.9,67.5,30,1007,50.0,,1011.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,689.0
11019,AL0713 ,GABRIELLE ,91312,2013,37.7,66.6,30,1005,60.0,,1008.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,551.0
11020,AL0813 ,TD08      ,90612,2013,22.4,97.4,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,49.0
11021,AL0813 ,TD08      ,90618,2013,22.3,97.9,30,1008,50.0,,1012.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-3.0
11022,AL0813 ,TD08      ,90700,2013,21.9,98.5,25,1009,50.0,,1012.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-71.0
11023,AL0813 ,TD08      ,90706,2013,21.5,99.0,25,1009,50.0,,1012.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,-132.0
11024,AL0913 ,HUMBERTO  ,90800,2013,13.0,17.6,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,86.0
11025,AL0913 ,HUMBERTO  ,90806,2013,13.0,18.4,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,173.0
11026,AL0913 ,HUMBERTO  ,90812,2013,13.0,19.3,25,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,270.0
11027,AL0913 ,HUMBERTO  ,90818,2013,13.0,20.3,25,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,362.0
11028,AL0913 ,HUMBERTO  ,90900,2013,13.1,21.3,30,1007,90.0,,1012.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,451.0
11029,AL0913 ,HUMBERTO  ,90906,2013,13.3,22.4,35,1006,50.0,,1011.0,200.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,554.0
11030,AL0913 ,HUMBERTO  ,90912,2013,13.5,23.6,40,1005,40.0,,1013.0,260.0,60.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,673.0
11031,AL0913 ,HUMBERTO  ,90918,2013,13.7,24.6,45,1004,40.0,,1011.0,280.0,80.0,40.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,774.0
11032,AL0913 ,HUMBERTO  ,91000,2013,13.9,25.5,50,1002,30.0,,1012.0,280.0,90.0,60.0,40.0,60.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,867.0
11033,AL0913 ,HUMBERTO  ,91006,2013,14.1,26.5,55,1000,30.0,,1012.0,300.0,100.0,80.0,50.0,70.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,972.0
11034,AL0913 ,HUMBERTO  ,91012,2013,14.3,27.3,55,1000,30.0,,1013.0,400.0,100.0,80.0,50.0,80.0,50.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,* ,1056.0
11035,AL0913 ,HUMBERTO  ,91018,2013,14.7,27.9,55,999,20.0,,1011.0,400.0,110.0,80.0,50.0,80.0,50.0,30.0,20.0,30.0,0.0,0.0,0.0,0.0,* ,1118.0
11036,AL0913 ,HUMBERTO  ,91100,2013,15.1,28.3,55,998,20.0,,1013.0,450.0,120.0,90.0,60.0,90.0,60.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,* ,1160.0
11037,AL0913 ,HUMBERTO  ,91106,2013,15.6,28.6,60,994,20.0,,1012.0,400.0,120.0,100.0,60.0,90.0,60.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,* ,1194.0
11038,AL0913 ,HUMBERTO  ,91112,2013,16.3,28.9,70,987,20.0,10.0,1012.0,400.0,120.0,100.0,60.0,90.0,60.0,40.0,30.0,40.0,30.0,20.0,0.0,0.0,* ,1232.0
11039,AL0913 ,HUMBERTO  ,91118,2013,17.4,28.9,80,979,20.0,,1012.0,400.0,120.0,100.0,60.0,90.0,60.0,40.0,30.0,40.0,30.0,20.0,0.0,20.0,* ,1251.0
11040,AL0913 ,HUMBERTO  ,91200,2013,18.6,28.9,80,979,20.0,,1011.0,400.0,130.0,120.0,70.0,100.0,60.0,50.0,30.0,50.0,40.0,30.0,20.0,30.0,* ,1272.0
11041,AL0913 ,HUMBERTO  ,91206,2013,19.9,28.9,80,979,20.0,,1011.0,400.0,140.0,130.0,70.0,130.0,60.0,50.0,30.0,50.0,40.0,30.0,20.0,30.0,* ,1245.0
11042,AL0913 ,HUMBERTO  ,91212,2013,21.2,28.9,75,980,20.0,,1011.0,400.0,150.0,140.0,70.0,160.0,60.0,50.0,40.0,50.0,40.0,30.0,20.0,30.0,* ,1234.0
11043,AL0913 ,HUMBERTO  ,91218,2013,22.3,29.1,75,980,20.0,,1011.0,400.0,160.0,150.0,80.0,160.0,70.0,60.0,40.0,60.0,40.0,30.0,20.0,30.0,* ,1253.0
11044,AL0913 ,HUMBERTO  ,91300,2013,23.2,29.5,70,982,30.0,,1011.0,350.0,180.0,160.0,90.0,160.0,80.0,60.0,40.0,60.0,40.0,30.0,20.0,30.0,* ,1299.0
11045,AL0913 ,HUMBERTO  ,91306,2013,24.0,30.0,60,986,30.0,,1011.0,350.0,200.0,160.0,100.0,160.0,90.0,70.0,50.0,70.0,0.0,0.0,0.0,0.0,* ,1358.0
11046,AL0913 ,HUMBERTO  ,91312,2013,24.6,30.8,55,988,30.0,,1011.0,250.0,200.0,160.0,110.0,160.0,90.0,70.0,50.0,70.0,0.0,0.0,0.0,0.0,* ,1448.0
11047,AL0913 ,HUMBERTO  ,91318,2013,24.8,31.7,45,995,30.0,,1012.0,200.0,180.0,140.0,100.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1541.0
11048,AL0913 ,HUMBERTO  ,91400,2013,24.8,32.6,40,999,30.0,,1012.0,200.0,180.0,120.0,80.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1631.0
11049,AL0913 ,HUMBERTO  ,91406,2013,24.9,33.6,35,1003,60.0,,1014.0,220.0,180.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1733.0
11050,AL0913 ,HUMBERTO  ,91412,2013,25.2,34.8,35,1004,60.0,,1014.0,150.0,180.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1857.0
11051,AL0913 ,HUMBERTO  ,91418,2013,25.5,36.3,35,1005,60.0,,1013.0,140.0,180.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2011.0
11052,AL0913 ,HUMBERTO  ,91500,2013,25.6,37.8,35,1004,,,,,180.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2162.0
11053,AL0913 ,HUMBERTO  ,91506,2013,25.6,38.9,35,1004,,,,,190.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2272.0
11054,AL0913 ,HUMBERTO  ,91512,2013,25.9,39.7,35,1004,,,,,200.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2356.0
11055,AL0913 ,HUMBERTO  ,91518,2013,26.4,40.4,35,1004,,,,,200.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2432.0
11056,AL0913 ,HUMBERTO  ,91600,2013,26.7,41.3,35,1004,,,,,200.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2459.0
11057,AL0913 ,HUMBERTO  ,91606,2013,26.7,42.4,35,1004,,,,,190.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2418.0
11058,AL0913 ,HUMBERTO  ,91612,2013,26.8,42.9,40,1000,,,,,180.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2391.0
11059,AL0913 ,HUMBERTO  ,91618,2013,26.9,43.3,40,1000,60.0,,1014.0,150.0,170.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2367.0
11060,AL0913 ,HUMBERTO  ,91700,2013,27.0,43.2,35,1002,70.0,,1014.0,150.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2359.0
11061,AL0913 ,HUMBERTO  ,91706,2013,27.4,42.9,35,1002,70.0,,1013.0,180.0,140.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2328.0
11062,AL0913 ,HUMBERTO  ,91712,2013,28.4,42.6,40,1000,100.0,,1014.0,175.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,2234.0
11063,AL0913 ,HUMBERTO  ,91718,2013,29.5,42.7,40,1000,60.0,,1014.0,175.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,2117.0
11064,AL0913 ,HUMBERTO  ,91800,2013,30.5,43.2,35,1003,100.0,,1014.0,175.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1995.0
11065,AL0913 ,HUMBERTO  ,91806,2013,31.1,43.6,30,1006,100.0,,1014.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1918.0
11066,AL0913 ,HUMBERTO  ,91812,2013,31.6,43.9,30,1006,100.0,,1014.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1856.0
11067,AL0913 ,HUMBERTO  ,91818,2013,32.0,44.1,30,1007,150.0,,1013.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1807.0
